Role,Business Area,Question,Reply,Industry,EmployeeCode
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,B2B Distribution,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,Education,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,Logistics,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,Metals Industry,WAPL-MC-E0560
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,Real estate/ Facility Management,WAPL-MC-E0560
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,B2B Distribution,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,Education,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,FMCG,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,Healthcare,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,Pharmaceuticals,WAPL-MC-C0227
Engagement Manager,Digital Transformation, Tech stack blueprint,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Tech stack blueprint,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Tech stack blueprint,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, BRD creation for tools,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, BRD creation for tools,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, BRD creation for tools,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Consolidation Tool implementation - Hyperion,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Consolidation Tool implementation - Hyperion,Yet to Acquire,BFSI,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Consolidation Tool implementation - Hyperion,Yet to Acquire,Oil & Gas,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,B2B Distribution,WAPL-MC-E0662
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,BFSI,WAPL-MC-E0662
